Hotel_name,name,rating,review
Gumaya Tower Hotel,Nasila Celsia,5.0,"Such a nice place also the waiters are very pretty, -slay gworl😍💅Service: 5/5 | Location: 5/5 …More"
Gumaya Tower Hotel,Catharina Jenny,5.0,Good hotel....it was nice......even a lil bit old for the building...but still nice.....👍👍👍👍Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,William Lau,5.0,The cleanliness si second to none.However it s a business hotel so the pool is small and due to pandemic it s max only 5people on the pool.It s hard to bring your kids to swim.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Ivonny Liemantika,5.0,"Not a new hotel, but properly maintained. Like the spacioua room, bed and bathroom. Breakfast selection is good too. Overall enjoyed the stay here"
Gumaya Tower Hotel,aswin tjondro,5.0,"The food is not consider expensive for restaurant in a 5 stars hotel. Located on 17th floor, on top of the building. The view is amazing, almost 360 degree view of the city"
Gumaya Tower Hotel,Hudi Wibowo,5.0,"It was one of the best sleep i ever did.. Woke up feeling restfull, Great beds, room can use some deep cleaning. Great gym with all of the equipment you need and an outdoor swimming pool. Overall great stay"
Gumaya Tower Hotel,Andreas Vincent,5.0,"Nice room, clean, large and comfortRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Gumaya Tower Hotel,Candra,4.0,"generally it’s a great hotel for your stay - their building & interior is modern & clean, making you feel comfortable & very cozy. their room was ok, nothing special. the worst part is their parking area - it’s entry way is very narrow combined with a descreasing path way."
Gumaya Tower Hotel,Virdian Chandranugito,5.0,"In summary, nice and comfy hotel for family.. They provided quite various meals for the breakfast.. The hotel staff were very welcome yet following new normal protocol.. They allowed us to have a very early check in.. The room quality was clean and neat, the kiddos enjoyed their shower time in the bath tub.. Nice fitness center but very hot if you decided to swim between 11 AM - 3 PM.."
Gumaya Tower Hotel,Elaine Abigail Kwok,5.0,"Very nice , can connect the bedrooms have a really big bedroom and bathroom have a place to play gold have a swimming pool the decoration are very beautiful and have a very good breakfast"
Gumaya Tower Hotel,Derk Wolters,1.0,"We booked a suite for one weekend. Found the suite clean but outdated. Uncomfortable furniture, very limited coffee and tea facility and no minibar. Food that was served in restaurant downstairs was covered with plastic. And whilst we were eating they were already setting tables for the breakfast. Very noisy. Food in skylounge was also not good steak I ordered was cold and the food we ordered cam out not all together but in two servings. For the amount of money I pay for one night , over 4 million idr, it is certainly not worth it. Found the staff not interested with the guests. Not once we were asked if everything was OK. Even at the checking out the receptionist didn't even ask how our stay was and if we enjoyed staying in their hotel. Will not be going back for sure, there are much better hotels to stay in semarang and for a much better and fairer price."
Gumaya Tower Hotel,hendro mulyo,5.0,"Room is nice and clean, hot water is sufficient. But, breakfast and food over all is not as good as rooms. And staff hospitality to guest should be improved, a lot"
Gumaya Tower Hotel,Lana Nurdewi,5.0,The room (deluxe twin) is quite spacious even with an extra bed. The room facilities all work well and well maintained. The most important is the location. It's in the heart of Semarang.
Gumaya Tower Hotel,Philippe Auberger,1.0,"Smoking room. Super hold. Holes on the carpet. Exhausted furniture. A no go.Went to their skyline restaurant, fine dining.....a real joke. Despite friendly staff the rest is just a disaster. Frozen vegies amd fries. Anyway first and last."
Gumaya Tower Hotel,Henry Harlim,5.0,The hotel services was very good. Room are so big. Will be stay again here next time.
Gumaya Tower Hotel,Ira Wardhani,5.0,"Modern and nice hotel for family vacation. The room is quite spacious, with separate shower and bath tub. Check in process is quite sufficient, the receptionist was asking for our rapid test's paper due to covid 19 (which we don't mind at all) so the hotel guests can stay in this hotel safe and comfortable."
Gumaya Tower Hotel,Adri Kharismanto,5.0,"One of the best hotel in Semarang. Rooms are nice, staffs are friendly, the gym almost felt like professional, and breakfast is outstanding."
Gumaya Tower Hotel,Michael Darmawan,5.0,"As this is my 2nd experience to be in Semarang. I can say that this hotel is very strategic, especially to experience many culinary spots (online or on the spot). With great service and very clean accomodation, I am sure to go back here again on my future visit to Semarang."
Gumaya Tower Hotel,Cliff Gerardo,5.0,"Lovely hotel, well, it SHOULD be as Semarang’s best 5 star hotel. Got checked-in quickly, trip to my room was fast and efficient because of their 4 elevators. My room was pretty clean. Carpets are not though, but I can still get by it. They provide a lot of amenities in the bathroom which is always a great thing. Bath tub was clean too. Let’s not forget beds. They have the comfiest beds I’d argue. Staff since I walked through the door were very helpful and friendly If I do say so myself. Although the Cascade restaurant was closed for renovations during my visit. I still enjoyed the food they served in the Polaris Room 3rd floor. Pool and Gym was great! 5 stars from me!"
Gumaya Tower Hotel,Tania Pratiwi,3.0,"For the room very clean and comfortable, the amenities are complete. Loved it. The only one that bothers me is breakfast time. Cause the ballroom and one of the restaurants is under maintaining, so the breakfast move to 3rd floor and it's a really small capacity and easy to full, so we are directed to 2nd floor, their backup place for breakfast. The foods have not many variants just like the 3rd floor, and the staff is careless and there is no clear signage where when the elevator is open. Really disappointed 🙁"
Gumaya Tower Hotel,Raditya Bagoes,3.0,Tolerable place for a 5 star hotel. The room was spacious and the bathroom was great. But there was a coffee stain in the table. I dont bother with the stain but for a 5 star hotel it was questionable. The food also just okay. We order nasi goreng babat for dinner and nothing special. At breakfast they give me ramen with udon noodles. When i ask for chilli flakes they give me sambal from bakso? How come you mix ramen and sambal bakso. Lol.
Gumaya Tower Hotel,Halim Ashari,3.0,Poor hotel SOP. They have very friendly and polite staffs but because the SOP is somewhat muddled they look bad. We ask for an extra bed and we were asked to pay first before they can send the bed. We have already lodged our credit card as payment guarantee. That's not 5 star service. My first experience when staying at this so call 5 star hotel.
Gumaya Tower Hotel,Diah Setyorini,5.0,Nice clean and spacious room with bathtub. Strategic locationRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Ruth Novita,5.0,"very affordable for 5 star hotel. the price in the menu are includes tax and service. close order for beverages is at 11pm, and drinks is at 11.30pm"
Gumaya Tower Hotel,Nikki Liem,5.0,"Have stayed here twice and I think the next time we go to Semarang again, will surely stay here again! Staff were undoubtedly helpful and friendly. Room was spacious, 6 bottles of mineral water (2 were cold in the mini fridge!). Water kettle was almost broken but still functional on my second stay. Room and the hotel was very clean, hand sanitizer easy to access. Felt very safe here during pandemic. The bottom of our shoes were sprayed upon arrival. During breakfast service, staff can be seen actively helping guests and cleaning up. Food was awesome. Ordered oxtail soup and macncheese to our room and they came fast, very tasty (did not taste like ""hotel food"" but more like home cooking, even the bfast food too!). Thanks so kuch Gumaya Tower hotel, can't wait to stay there again!"
Gumaya Tower Hotel,Saiful Anam,5.0,"After 2 years, I am back here. It looks more luxury after being renovated. Far different and improved. The breakfast was also so good. The covid protocol was implemented here. Even, the security sprayed your shoe sole as if the virus brought under your shoe LOL...good job. It made me feel more comfort and secure."
Gumaya Tower Hotel,Ardy Prasetya,5.0,"The place is nice, neat and comfortable. The room, lounge, restaurant, and other facilities are in very good condition. The airport pickup is perfect. Just a little minor on some interior decorative panels at the corridor in our room floor which look broken. But the service is very good. A nearly perfect place to stay."
Gumaya Tower Hotel,Tommy Setiawan,5.0,"Good location, nice staff and comfort room."
Gumaya Tower Hotel,Nadia Bianca,5.0,"The lobby has high ceilling and gives off luxurious feeling. The room was great even though it cam be quite pricey. Do try the ""club"" type of room (located only in level 15-17) as it gave free access to the lounge in each floor. You'll got free beer or soda with some other condiments for snacks. The swimming pool, spa and fitness were great and the food taste very good too !"
Gumaya Tower Hotel,Aris B Nugroho,4.0,"The spacious room with friendly design and staff has made us feel at home. However, it is necessary to improve the management of car parking and facilities for drivers. In addition, breakfast variations need to be changed every day, because three days of staying with the same breakfast menu will be boring."
Gumaya Tower Hotel,Gustiyan Mahardika,5.0,"Good room good food, definitely would recommend going here with my family"
Gumaya Tower Hotel,Roni Adiwijayanto,5.0,"Room is good, and taste for the food also goodRooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Gumaya Tower Hotel,IRENE TOBING,4.0,"Luxurious 5 star hotel. Since we came bring our family and little children, compare to other 5 stars hotel, in my opinion the breakfast menu need more variation. Especially on weekend.Stay here by the end of August, kehabisan lumpia (khas Semarang) waktu sarapan & nggak ada cake & kue basah. :)"
Gumaya Tower Hotel,Mikhael Garda Prasetya,5.0,"I will come back for the food for sure! Excellent taste meet the restaurant's elegance. However, their hospitality is amazing, they have warm and kind staff to welcome. Last, their basement area need more improvement, bc once I went there, it felt gloomy and dark."
Gumaya Tower Hotel,Andrew Kurniadi,5.0,This is one of the best hotel in Semarang. The service is really good and the room is clean and bright. The breakfast buffet was top notch. They offer great selections and they even serves sweet martabak along with pancakes for breakfast 😁. They offer free shuttle to the airport. Just ask the concierge for it. Gumaya hotel really deserves 5 star hotel rating.
Gumaya Tower Hotel,Noviana Setiawati,5.0,Very nice place to stay when you're in Semarang. They have tremendous breakfast with lots of yummy menus.
Gumaya Tower Hotel,Bobby Sumarkho,4.0,Pleasant hotel in the heart of Semarang. The room quite spacious with cozy design & tone. It's quiet & well maintained. Bed & pillows comfortable. Bathroom has both shower & bathtub. I notice pool did not provide towels so some children walked into hotel wetting the floor & elevator.
Gumaya Tower Hotel,Agatha Claudia,5.0,"Location : very strategic, within walking distance to some famous culinary destination Room : no complaint, very spacious, bathroom clean spacious, bed are comfy, amenities everything fit the description of 5 star hotel. Service is great, fast. They have many facilities, swimming pool but not too wide, fitness center with spa and sauna, they also provide shoes in case you use sandals. Price compare to Jakarta, ofc it's very affordable , if you visit Semarang and you wanted to stay in an affordable 5 star hotel, this is it"
Gumaya Tower Hotel,my TaRaka,5.0,"Realy amazed with the details. They arranged a diferent tile in the bathroom, unslipery for the shower room, comfort bathtub, lots of mineral water to drink (they gave 6 bottles). They even put the information on the lamps buttons, so I dont have to klick it many times, guessing which button for wich lamps. The room is cozy, bright and spacious. The hospitality is great. Food are amazing, lots of choises and it taste good. Gym and the pool were quite good. Surely will coming back here."
Gumaya Tower Hotel,Tomi Satryatomo,5.0,"One of the best places to stay in Semarang, especially if you need to be close to the downtown area. Only take a few minutes to walk to the famous Simpang Lima, the iconic roundabout considered as the center of Semarang, with the mystical Lawang Sewu (a thousand doors) building on one of the sides. The room is neatly arranged, the bed is comfortable, the breakfast is nice and the service is superb. Everything you could expect from a 5 stars hotel. The only downside is the swimming pool which length is only about 5 meters. Due to the pandemic, the hotel implements strict regulations. Mask is expected to be worn at all times. In the restaurant, you're not allowed to take the food by yourself. Someone is always ready to cater to your need. Tables and chairs are put at a distance."
Gumaya Tower Hotel,Binod Ojha,5.0,"Nice hotel with the good services by hotel staff. Easy to reach mall and food. A lots of variety food in the breakfast but it more to local food which is not really international buffet. They serve buffet for the dinner on Friday and Saturday with reasonable price and delicious. So you should try it. The problem is only to go to GF Lobby, you have to change 2 lift the reach there."
Gumaya Tower Hotel,rasta chok,5.0,"Spacious room. Clean. For 5 star hotels if possible replace tea bags that are a little classy. There is no hairdryer in the bathroom. The breakfast menu is varied, delicious, coffee uses a machine so you can ask for cappuccino etc. Recommended 👍"
Gumaya Tower Hotel,ari gunawan,5.0,A very Comfortable hotel in semarang...😊👍Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Anna Bellina,5.0,"nice hotel.. room is clean, kids live the bath tub. AC is freezing. nice breakfast. great service.."
Gumaya Tower Hotel,Sahala Harahap,5.0,"Nice and clean room, good selection of menu on breakfast buffet, attentive service. They provide free 6 bottles of mineral water in the room (usually only 2). Be careful when order room service though! I ordered oxtail fried rice, only to find I can't eat it because it's too sweet, and too oily."
Gumaya Tower Hotel,Ika Hapsari,5.0,"The most luxurious hotel in Semarang city. Located in a very strategic area in Gajahmada street that is super accessible from the city center. I haven't try to stay here, only try their iftar menu in their ballroom. They provide such a complete menu for iftar with understandable price. No wonder that this hotel has 5 stars label. Like any other city style hotel, they don't have a wide area of courtyard that make it a bit crowded when there is an event inside attended by many guests. The interior design is also modern and luxurious. The room rate is fair according to the season"
Gumaya Tower Hotel,David Teck Chin,5.0,A high end hotel within the sleepy city of Semarang. I enjoyed my stay here and the value for money for the quality of the rooms was good. The staff were attentive and their restaurants were pretty good. Buffet was really cheap and offered a fair amount of choice from various cuisines. Location is near the famous weekend night market which houses a huge number of stalls for street food within their little chinatown. It is also near Paragon Mall. Overall can't fault much for the price of the rooms at which I got mine for.
Gumaya Tower Hotel,Bruce Hanadi,4.0,"This hotel is located near downtown, only 5 minutes drive to the alun-alun simpang 5 or lawang sewu area. The room was large, and clean and the bathroom was equipped with bathtub for the standard room. Breakfast was good, they have quite selection of domestic food.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More"
Gumaya Tower Hotel,Dee Journey,5.0,"First time in semarang, first hotel to staycation.. IMPRESSED. Keep up da good work boyss.. Yes, ure the finest 'f....g h..l yeaa' hotel in semarang 😁 Ur big room, is impressed. Ur service and totality, is impressed. Ur breakfast, is impressed. Ur skyline, is impressed. What can i say??? Worthed!!"
Gumaya Tower Hotel,Paulius,5.0,Just renovated last year. Everything looks brand new in the room with additional great numbers of power outlets to accommodate enough gadgets. Covid19 security measures quiet good in all vicinities
Gumaya Tower Hotel,Ciput Purwianti,5.0,Good place to rest after a busy day in SemarangRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Benedict Evan,5.0,First time to visit here. Already make a good first impression for me. I just put this review after I landed and arrived tonight at this hotel. Staff are so welcome and friendly. Hotel is very clean. Hotel room is very modern and good design. Hopefully for tommorow breakfast I expect the best experience also. Best luck for you.
Gumaya Tower Hotel,Prasetyo Utomo,5.0,"New hotel, clean and spacious.. Good price/rate, free breakfast"
Gumaya Tower Hotel,Chris Gsb,4.0,Nice and cozy
Gumaya Tower Hotel,D K,2.0,"Seems do not deserve to be called a 5 star hotel. The facilities and attention to detail does not reflect a true 5 star hotel. See pictures for reference. The worst part of it all...hairdryer cable blew when my wife was using it. It sparked some fire with smoke while tripping the circuit breaker. My wife's finger got burned and she felt a little numb on her affected hand. Hairdryer has no brand, look and feels cheap! Hotel apologized, and sent a small cake as a sign of apology. I think this hotel still got potential to better. My room pros are, cold air con, quite comfy bed, ,,, 6 free bottle water everyday..."
Gumaya Tower Hotel,Gagah Gautama,5.0,"Good at all, especially for the many choices of breakfast and it all was very delicious. Clean room and all facilities, but the swimming pool just standard maybe because it's not a brand new hotel. Overall satisfied and would come back again"
Gumaya Tower Hotel,Catur Wibowo,5.0,"This hotel is excellent. It was my first experience of staying in this hotel, and I have a great experience. From arrival, checking in till departure, all are great. Thanks"
Gumaya Tower Hotel,buyung mahendra,5.0,"This is a five star hotel in semarang. The room is big enough and standard facility. But there are a bathtub in every room i guess. Because of covid, you actually can eat every dish in the restaurant but cant serve your selve. No problem cause every dish is tasty."
Gumaya Tower Hotel,Andy Wijaya,5.0,"Going to bukber event at Marquess. My favorite so far is chicken quesadillas, beef wellington, balinese grilled fish, chicken satay, and their sushi is also nice. I never found a delicious sushi in an all you can eat scenery. My last praise goes to their mendoan / fried tempeh. Very crisp and salty makes me reach for it for the 2nd time 😅"
Gumaya Tower Hotel,Jess Lam,5.0,"Location is in center of town though no shopping mall in walking distance. However, with the availability of grab taxis in the city, there is no transportation problem at all to visiting the big malls in town. Big room, spacious bathroom and great breakfast, although a little crowded during the Muslim Holidays week. I love this place."
Gumaya Tower Hotel,Lumi Loo,3.0,"Decent size rooms for a 5 star hotel outside the capital. Prices are fine, BEWARE that the hotel only assigns ONE floor for smokers. Receptionist claims that you've to call ahead and confirm, yet my room was denied to me even after a verbal confirmation of availability. There was no upgrades or compensation offered, but the hotel moved us to a smoking room the next day. They've also managed to lose a charger of mine during the room transfer. If you insist on a local experience, go for it, but this hotel won't be my first choice on the list. I've had better experience with other hotels in the area. (Crowne was a significantly better experience, not sure about its current state after they changed management to PO hotels.)"
Gumaya Tower Hotel,George Adriaansz,4.0,"This new hotel might be the best among other hotels in Semarang city. The building was new, the front desk staffs are friendly and responsive, there were four lifts to serve the hotel guest uo and down, the breakfast room was spacious and offered various menus to satisfy our taste buds. The room was spacious, well furnished, and amenities were complete and good. No restaurants surround this hotel that could reach walkable, so the guests had two options to have dinner, go to hotel restaurant or go to other redtaurants by taxi or on line rental vehicle"
Gumaya Tower Hotel,Agus Eko Priyono,5.0,"what can i say.. it is really a superb hotel.. very good location, you can go to various tourism objects at Kota Lama Semarang.. quite well equipped and the modern concept, it is very good.. the room is comfortanle, of course.. great lounge area, and the staff is very nice too.."
Gumaya Tower Hotel,Exel Fanly,5.0,"It's Super Good Super Luxurious And The Beds And Seats Are Super Comfy, Recommended."
Gumaya Tower Hotel,raden praditya,5.0,"Best hotel in Semarang. Best service, clean room, clean swimming pool, excellent gym place. There is sauna and steam but during pandemic its still closed"
Gumaya Tower Hotel,Andy W,2.0,"Got a smoking room on 10th smoking floor. Too bad, the smoking ruins the hotel. The prokes is gone during breakfast too, so crowded"
Gumaya Tower Hotel,Han Wijaya,5.0,Friendly staffs Clean room Best breakfast Overall i think the best hotel in semarang
Gumaya Tower Hotel,Richard Dharyanto,5.0,"Best hotel in town, very strategic location made easy go to any destination in town. Clean and spacious room, good room service, the staff will serve you with professional and polite. Good place to stay, best value best hotel. Don’t miss the breakfast 😊👍👍👍👍👍"
Gumaya Tower Hotel,Jevry widjaja,5.0,"It's very strategic spot,near to all famous culinaryRoom is quite cozy,spacious and good service"
Gumaya Tower Hotel,Yosua Sugiarto,5.0,"Local people said this is the best hotel in Semarang, probably because it's five star hotel. The room was great (big, clean, and comfortable). They served International breakfast from cereal, egg station, bread, porridge, soto, etc."
Gumaya Tower Hotel,Aditya Paramitha,5.0,Best red velvet in town! But the slice is very small though. The beverage is good enough
Gumaya Tower Hotel,Robin Ferdinan,5.0,"Newly refurbished room, spacious, nice aircon temperature, got bathtub but didn't use, spacious bathroom, pretty good facilities such as spa/pool/fitness center.. Good location in the middle of semarang.."
Gumaya Tower Hotel,Candy Yiid,5.0,"The best hotel in Semarang, the room is spacious, the bathroom is equipped with a clean bathtub, just that the room carpet seems to have to be replaced ...love the “SkyBar ...."
Gumaya Tower Hotel,Ario Doank,5.0,Parking space very good. Room just oke nothing special. Old hotel in some new renovation
Gumaya Tower Hotel,Christabella Janice Sharon,5.0,"Spacious room, great service and delicious food! They will give u unlimited mineral water. Great stay and definitely will come back here 💕💕💕 oh you can try mie tite next to the hotel!"
Gumaya Tower Hotel,Rosa Ouch,5.0,"I love to stay hear even just 1 night. The foods excellent. The facilities excellent. The staff also great excellent. Over all, will be back here soon 💓"
Gumaya Tower Hotel,Anne Liem,3.0,"Being the holiday season, they could not accommodate the guests for breakfast so we were told to go to the second floor and the service as well as the food was absolutely dismal! Overall service adequate. Bathrobes not supplied so bring your own"
Gumaya Tower Hotel,Andrias Wibowo,5.0,Good hotel. Clean. Nice breakfast.Rooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Martin Sutanto,5.0,"The best location at Semarang to stay Near to a lot of famous culinary, some even on a walking distance only The room were big and spacious Even the standard room already have a bath tub The hot water temperature is perfect, no need to adjust anymore Love the breakfast, got a lot of choises"
Gumaya Tower Hotel,Michelle Prioven Ma,5.0,"excellent. one of the best hotel at semarang. the breakfast is quite good, they served authentic Semarang cuisine, Indonesian, a bit of Western, Chinese and Japanese as well."
Gumaya Tower Hotel,Helipat 13,3.0,This is not a 5 star hotel . Very poor executive lounge coke or bier with 5 cake. Room are nice but AIr con to cold and not adjustable. Breakfast not super nice ( western food not keeping warm) So for me .... Not a five star international hotel . Maybe 5 stars Indonesian hôtel 😎 I will not go back
Gumaya Tower Hotel,Ferry N. Langelo,1.0,"The first time after so many years and dozens of times staying here I felt cheated by the Gumaya Hotel sales. Before booking, my office person asked for the type of room and they provided information that the grand deluxe room was more spacious than the standard and got free access to the executive longue including breakfast but the room price was around 30% more expensive. I chose the room because of the facilities they mentioned and I got room 1618 but it turned out that the room was as large as a standard room and what was more painful when I wanted to have breakfast on the executive longue I was greeted by a female officer there stating that since the pandemic they only provide cereal, coffee and tea in executive longue so if there is nothing and it is not different from the standard room why am I not informed before buying a room which is 30% more expensive without more facilities??? Is this a hotel sales tactic or a management policy fooling its customers???"
Gumaya Tower Hotel,Nikita Shelomentsev,5.0,"Pretty clean and spacious. Breakfast less ideal for European food lovers, but still you can find something to eat. Has good gym, pool and ok sauna"
Gumaya Tower Hotel,Steven Kester Yuwono,5.0,"Excellent hotel in Semarang. spacious room, good location, 8 mins walk away to semarang town square and Paragon mall. I am very impressed by the gym located at level 3. There is a swimming pool and golf Drive range next to the gym. We can borrow towels in the gym. Sauna and steam room available in the gym changing room. However sadly today both sauna and steam broke down."
Gumaya Tower Hotel,ViE Vie,5.0,"Spacious room and great location - walking distance from some of culinary spots such as Loenpia Mbak Lien and Tahu Pong. The room is spotless and the bed is comfortable. The staffs are friendly. Amenities are good and various breakfast menu. Indoor parkir lot which has direct access to the hotel lobby is limited, but it doesn't matter since they have spacious outdoor parkir lot. Just pray it doesn't rain when you park there, no roof to shelter you from the rain."
Gumaya Tower Hotel,Handoko Kwan,5.0,"One of the best hotel in Semarang. Room is spacious, breakfast is good and delicious."
Gumaya Tower Hotel,Deorita Edsonia,1.0,"The staff attitude was so bad it covers up my experience staying here. The staff who was serving us didn't even say welcome at the first place. And after making us wait for around 1 hour (turns out he was too busy assigning newly arriving guests), he wouldn't even look us in the eyes when he's setting up the room key. In summary, ⭐⭐⭐⭐⭐ hotels with ⭐ service"
Gumaya Tower Hotel,Budy Wuysang,4.0,"Everything is nice but breakfast has no bacon for continental breakfast, so much for being international but not global. Swimming pool is small for the size of the hotel. The gym has sauna and new equipments."
Gumaya Tower Hotel,hadmo saksono,5.0,"Cozy room, clean and comfortable.Delicious foods and very friendly staff/crew.One of the most recommended places to stay in Semarang."
Gumaya Tower Hotel,Arya Sasongko,1.0,So many restrictions for a 5-star hotel. Very uncompromising and not flexible when servicing guests. Especiallly when hosting and event at this hotel. Customer experience is a total 0 here.Service: 1/5 …More
Gumaya Tower Hotel,albertus putra,5.0,Good and best quality hotelRooms: 5/5 | Service: 5/5 | Location: 5/5 …More
Gumaya Tower Hotel,Tony -limz,4.0,"One of the best hotel in semarang, with great facilities. The breakfast selection is quite OK, nothing really special though, except the desserts (reccomended) small swimming pool, but great GYM. There is also a small foodcourt just across the hotel which sells local signature dishes (try the ice durian and ribs). Big function rooms for meetings."
Gumaya Tower Hotel,WiliMS Sumartono,1.0,"Really harsh staff, since we checked in. Unwelcome receptionist, the worst when we checked out and the receptionist was trying to kicked us out and telling if we were pass thru the time limit which is 1pm we will be charge for a next day stay. We did ask for late check out.Rooms: 2/5 | Service: 1/5 | Location: 4/5 …More"
Gumaya Tower Hotel,Vito T Putra,5.0,"So firstly i want to recommend about the gym in gumaya hotel, the most comfortable gym in town for me... the place the atmosphere and the equipment is good The price is reasonable, you can train for a year + swimming pool they use cybex equipment for those who want to weightlifting train Here's some of the photo, sauna room + steam room also"
Gumaya Tower Hotel,PRIAMBODO PRABOWO,5.0,Favourite Hotel for refreshing. with cozy environment and various menus for breakfast
Gumaya Tower Hotel,Gunawan golf,4.0,"Thia a 17 storey building that is made a hotel in the center of the town of Semarang. Well-furnished, well-managed. I just came to stay this afternoon. Unable yet to give a comprehensive account of the service and the all a hotel should deliver."
Gumaya Tower Hotel,Patricia Henry,3.0,"Conveniently located in down town Semarang. Has a nice lobby and good size room. Good bed, clean bathroom and plenty of amenities. Good working WIFI and good variety of ethnic breakfast. My favorite is bubur sumsum. Needs to replace carpets along corridor and in the rooms. Quite dingy."
Gumaya Tower Hotel,Laras Rahayu,5.0,"I didn't know that there is a five-star hotel in Semarang. It was great to stay here for 2 days. They have a large enough bathub and large mirorr on the foyer area. The rug are soft enough so if you stay with toodler, it's safe enough for them. The plug in the room can be used for both Indonesian, US, & Japan type. Since I have a device bought in Japan, I did not have to worry when charging my device. The staff service are very nice too and don't forget the various traditional herb drink ""jamu"" you can have during breakfast time! I also had a dinner in the Skyline (a skydining restaurant). They provides various food and drink."
Gumaya Tower Hotel,Bramantyo Wicaksono,4.0,"Big room, food was superb, great ambiance, value for money, small swimming pool, and we need to change the lift to go to the room due to construction. Overall it was great especially when you got discount."
Gumaya Tower Hotel,Putri Dewayanti,5.0,"the best hotel i've ever had in Semarang. Nice service, nice room, and best food. You will have breakfast Indonesian traditional, western, japan, etc."
Gumaya Tower Hotel,Mechadot SHSW (zet.a),4.0,"Its a huge hotel. My friend said that is president hotel. Some part of the building is being repaired, at that time. The main hall, its so big so I cant recognized the face from the person in that corner. Over all, good impression for this meeting today. The snake...I mean, the snack is already in the meeting table. So I dont need to waste my power to get food from another room to recharge my power that was decreasing because I get the food from another room. Ok maybe someday I can stay in this hotel, even for one night because the price as same as the Master Grade verka or Metal build.."
Gumaya Tower Hotel,Ronny Soeprajogi,4.0,This hotel somehow looks older than it used to be..... Coffee is 👍 Chinese food is okay It's a nice hotel.... but doesn't make me miss it...
Gumaya Tower Hotel,Muhammad Azimul,4.0,"5 stars hotel with 5 stars services, all staffs is friendly and serve you well. But the breakfast food need improvement both on taste and presentation"
Gumaya Tower Hotel,Oktaf Orza Muchlisin Sinkron (sinkron),4.0,5 starRooms: 4/5 | Service: 4/5 | Location: 3/5Hotel highlights Luxury …More
Gumaya Tower Hotel,Lenny,4.0,Good hotel at good location
Gumaya Tower Hotel,Yanuar Iken,5.0,All u can eatmak Lheebbbb pkk'na cm 159k PHUASSSS
Gumaya Tower Hotel,Роналд Рустан,4.0,"One of the best hotel in Semarang. Very comfortable rooms. Great facilities of pool, gym and mini golf. Delicious traditional food in breakfast. Recommended"
Gumaya Tower Hotel,Fransisca chandra tanuwijaya,5.0,"Spacious room, spacious bed (200 * 200mattress) it fit my husband, me and my 2 toddlers, room rate is best deal for what you get, great choices of breakfast buffet, the pool is standard"
Gumaya Tower Hotel,Fenny Kamadi,5.0,"5 star hotel, the front desk is really good. They have good protocol here. And the breakfast is super awesome."
Gumaya Tower Hotel,Hery A.T.,4.0,Good place
Gumaya Tower Hotel,Dian Widayanti,4.0,Good hotel.. Nice clean room.. Friendly staff.. Dine in nice ambience in sky light and they serve good food.
Gumaya Tower Hotel,Crowned Pillar,4.0,"At the entry of the parking lot, theres a van mounting goods that we hv to wait for them to finish, before we can enter. Smells of tobacco during entry to lobby n toward coffee shop. As we ask for non-smoking room, the waiter is reluctant to point to the restaurant, because we hv stated we only want cake n coffee. So she asked permission first n told us we can sit at the restaurant. As i asked for the rest room, they point me to the second floor, n i cant use the elevator, but the escalator. As we leave, we noticed people are smoking in the restaurant, n smell it too. Seems like poor designing."
PO HOtel Semarang,Luthfi Pradipta,3.0,"Actually, it was not a very bad experience, but considering the 5 stars status this property had, I set my expectation quite high for my stay here. The building was not well maintained, it was shown with some ceiling leakages in some areas, including in my room. The hot shower was not hot enough, so there’s no use to have a tub in the bathroom. The room decoration seemed pretty outdated. However, it’s fair enough to appreciate the strategic location of this hotel."
PO HOtel Semarang,Asri Hartani,3.0,"This Hotel located at Central of Semarang, and conected to Paragon Mall, I stayed only 1 night Friendly staff, old Hotel with carpet on the room I think is not good for people have dust allergy problem, Heater /shower work poor, when I want to take a warm shower the hot water comes out, it can't automatically adjust the temperature like the average shower in other hotels currently. The sink is also clogged, the water is difficult to go down, and a lot of dirt goes up. This Hotel need more further maintenence"
PO HOtel Semarang,Raymond Tandika,1.0,The Air conditioning was not cold at all. We are literally sweating all night long. We set the temperature to the coldest one but nothing happened. Still hotRooms: 1/5 | Service: 1/5 | Location: 1/5 …More
PO HOtel Semarang,A.M S,1.0,"It's my first and will be my last stay in this hotel.The towels, bedsheets are filthy, smelly as if they're unwashed.The wifi kept dropping offline.It's a fake 5 star rating..Rooms: 2/5 | Service: 2/5 | Location: 5/5 …More"
